name,date,likes,comment,sentiment,source
djezzy.dz,19/01/20 14:56:32,229,جازي، اسمع كامل الاغاني موسيقى  قيتار  يجيوك بلا تكسر راسك  مرتاح  قولولنا اما الاغنيه نوتة موسيقية  راكم ديروها En boucle اليامات  سماعات,1,insta
rafi.don_7_calma,19/01/20 16:02:21,1,Zed k offside,0,insta
jimmy_jame_7,19/01/20 17:11:30,1,Loukan tsagmo conexion dyalkoum machi khir Depuis plus de 3 mois a un débit inferieur a 128kos en 2020 3iib wellah,-1,insta
bairi_lyes,19/01/20 17:47:08,0,3eddi dezzy besah Hiya lekhra f la vitesse débit internet trop faible par rapport au autres opérateurs,-1,insta
mahfou_d_,19/01/20 17:52:30,0,راني نواجه مشكل فالانترنت تاعكم تصلحوه نح لابيست ؟,0,insta
fethibenguella,19/01/20 17:53:09,0,Votre 4g raha catastrophique Bzf en 2020 video ma tetla3ch,-1,insta
muhendulhusin,19/01/20 18:22:53,1,Il q quoi votre réseau enfaite je peux voir des vidéos sur YouTube mais je ne peut pas consulter ma boîte email c bizarre de mètre toute sur la vidéo yen a des gens qui travaillent,0,insta
ahmedhebbach,19/01/20 18:57:49,1,احشموا شويه التعليقات كامله علق علي المحتوي كامل يشكيو مالريزو نتوم دايرين رواحكم ماشي شايفين شويه احترام للزباءن علي الاقل,0,insta
med_bouabdelli,19/01/20 20:38:19,0,يضحك بزاف  يضحك بزاف,0,insta
midou_dramanos,20/01/20 07:48:07,0,ريقلو ريزو تاعكم 4G راهو زباله,0,insta
omaromar4374,20/01/20 12:29:51,0,ما يعجبش  ما يعجبش,-1,insta
reda.gri,20/01/20 12:41:25,0,تصفيق,1,insta
page_noire_16,30/01/20 11:02:34,0,Wachbikom nas tt9dam oo ndoma rizo mzl msgmtohch حزين شوي,-1,insta
djezzy.dz,19/12/19 16:00:28,517,مزيان  عاشق HAYLA BEZZEFمع  مريقلة 🏻 مريقلة 🏻 امتيازات بزااف  غمزة  انترنت بزاف، مكالمات محدوده بسوما هايله بزاف,1,insta
omaromar4374,19/12/19 16:12:41,1,votre connexion est vraiment nul,-1,insta
omaromar4374,19/12/19 16:13:12,1,ما يعجبش,-1,insta
_black._.purple,19/12/19 16:47:32,3,غاضب  غاضب  مفهمتش علاه تخلاص تمتم 40 جيڨا راهي حس تخلاص سمانه انستا منشوف ني يوتيوب ني نبارطاجي تخلاص سمانه علاه عاودت اكتيفيت شحال مره كيفكيف,0,insta
randaroudy07.26,19/12/19 17:31:24,1,purple بقاتلي عشره جيڨا وتفرجت بيها مسلسلاات وافلام حتي كرهت,0,insta
randaroudy07.26,19/12/19 17:31:43,1,Jadore  عاشق  عاشق,1,insta
c.h.e.m.s.o.u,19/12/19 18:02:37,0,Wlate samta t9ila bzf  ماقنعش  ماقنعش,-1,insta
c.h.e.m.s.o.u,19/12/19 18:04:34,2,purple oww مندهش  مندهش  Ana b9atli wahad Al khatra 25g ou ndir klch fiha  يفكر  يفكر,0,insta
_black._.purple,19/12/19 18:12:20,1,مفهمتش فير لابيس,0,insta
_black._.purple,19/12/19 18:12:58,0,ou__t ماشي حتي وحده صحبتي هكا تان مفهظتش البروبلام,0,insta
c.h.e.m.s.o.u,19/12/19 18:15:18,1,purple ya kho rir badlha rahom yasr9o fik  يوافق  يوافق,-1,insta
_black._.purple,19/12/19 18:19:37,1,ou__t وي باينه سريقه عيناني طفله,0,insta
c.h.e.m.s.o.u,19/12/19 18:20:35,1,purple tafla,0,insta
randaroudy07.26,19/12/19 18:42:34,2,ou__t même ana wlh,0,insta
randaroudy07.26,19/12/19 18:43:29,1,purple jcp mais chof m3a contre djz,0,insta
_black._.purple,19/12/19 18:48:03,0,ou__t وي  محرج,0,insta
_black._.purple,19/12/19 18:49:37,0,احي رحت لعندهم مادارولي والو نبدلها نشريها نشوف صينو ايدا قعدت هكا متساعدنيش,0,insta
rayanedzzh,19/12/19 19:11:30,0,Bzaf ghalya dirolna ta3 100e1,0,insta
brahim_life,19/12/19 19:16:26,0,Le Réseau léquipe raho très faibles dernièrement jai rien compris en plus jhabite à bab azzouar  يفكر  يفكر,0,insta
nacera1941,19/12/19 19:21:20,1,Super mais sa va vite,0,insta
ahmed_guechou,19/12/19 19:26:57,2,Yaw ser9oli 20 Gb,0,insta
shirine.x_,19/12/19 19:39:11,0,A9bah puce chritha f hyati ni cnx ni appelle ni rien ghir bal3o haffin rwahkom b les pubs heeh hada cha b9aa la carte dyali 3ad jaya galk vous ne pouvais pad effectue cette appelle,-1,insta
shirine.x_,19/12/19 19:39:50,1,En plus sra9iin hasbiya lah wa ni3ma lwakiil fikom kamlin ya wjoh lmiziriya,-1,insta
yahlali.abdel,19/12/19 19:55:27,1,Rodolna ta3 100 da ya les voleurs,0,insta
mahbobt_ljamahir,19/12/19 20:56:51,1,Le réseau raho faible,-1,insta
eve_w_couture,19/12/19 21:08:43,1,Jwbona Ala les msgs,0,insta
amarbouriche,19/12/19 23:11:15,1,♧عرض محدود ولكميه محدوده♧ نفس لعرض السعر 8500,0,insta
liesyounes,20/12/19 00:46:34,0,الله سراقين niveau bas vous êtes des voleurs aucunes connexion de 20 a 23,-1,insta
w_nner,20/12/19 08:28:26,1,connexion faible en plus ooredoo fiha 100da ntouma non,-1,insta
basem_hamadouche,20/12/19 13:19:29,1,اسوء انترنت التاريخ,-1,insta
soumy_dz_,20/12/19 23:54:25,0,هه,0,insta
basem_hamadouche,20/12/19 13:20:43,0,نيك مها كونيسيون زبي,-1,insta
basem_hamadouche,20/12/19 13:20:54,0,تبقاو نتوما لخريين,-1,insta
basem_hamadouche,20/12/19 13:21:29,1,ماتخلعونيش بالاشهارات تاعم,-1,insta
selmi.sabil,20/12/19 23:07:41,1,عنكم كونيكسيو زبي شكراا  قبيح  قبيح,-1,insta
soumy_dz_,20/12/19 23:53:29,0,fahmoni 3lah ki naktivo t3 30 da taklo drahem w cnx 00 mkach g3  غضبان  غضبان,-1,insta
soumy_dz_,20/12/19 23:54:15,0,امتيازات والو انتم راكم سراقين اكتر العصابه,-1,insta
soumy_dz_,20/12/19 23:56:09,1,وزيد كنتوا دايرين اشتراك 100 علاه طلعتوها 1200  ماقنعش  فرق بينكم وبين موبيليس ، نفس مبلغ ، نديرو موبيليس وخلاص عاد هكدا,-1,insta
salah_marely09,30/12/19 21:06:16,0,جامي شفت ناس ياكلو الجيفا نتوما حسبيا الله ونعم الوكيل,-1,insta
lakh_dar_27,09/01/20 14:56:56,0,عندي شريحه جيزي نورمال نقدر نردها هايله ؟؟,0,insta
mimo.ch2,11/01/20 23:08:32,0,Nuuùuu قبيح  قبيح uul  مفهمش  مفهمش  قبيح,-1,insta
akraam._.thabet,14/01/20 16:43:06,0,Cnx ki che3ar ghir ser9a Allah la trabhkom _,-1,insta
anis_tom_my,01/02/20 21:16:25,0,Merdiique Lyoum Nahii rebhaa,-1,insta
djezzy.dz,18/12/19 20:00:19,216,Allez vite télécharger la nouvelle version de la DJEZZY APP  تليفون via le lien en story 1GO dinternet offert pour les premiers téléchargements  عاشق  ne ratez pas loccasion plein de nouvelles fonctionnalités vous attendent ;)  قوة ماتراطيوش DJEZZY APP الجديده تقدروا تحملوا التطبيق علي الرابط فيLa storyتستفيدوا 1 جيغا انترنت مجاني للتحميلات الاولي، عاشق  تضيعوش الفرصه  قوة  ;),0,insta
kheire222,18/12/19 20:26:32,0,بصح الشكل القديم افضل واسهل,0,insta
nou_nou_meg,19/12/19 03:41:44,0,مي خص تحطولنا جديد تسهلو علينا الاتصال بخدمه العملاء,0,insta
890bob,19/12/19 11:10:56,2,سقمو الفيتاس كونيكسيون تيعكم الشكوبي,-1,insta
nadjib.nadjou,19/12/19 11:17:56,0,Salam pourquoi on peut pas payer les factures avec les carte CIB,0,insta
amibouk,19/12/19 12:26:13,0,Sympa la nouvelle appli  تصفيق,1,insta
abdenourghirane,25/12/19 16:59:15,0,انهي خدمه سكوب,0,insta
djezzy.dz,09/12/19 16:02:21,163,روشارجيو 100 دج المره الاولي استفيدوا 15جيقا  عاشق  عاشق زيدوا 500 دج يولولكم 30 جيقا  خايف  عاشق  شهيوة للمزيد المعلومات اطلعوا علي الرابط La Bio,0,insta
abdlrrahmane,09/12/19 16:06:35,0,للشهر الاسبوع ؟؟,0,insta
biba274,09/12/19 16:46:26,0,معناها 1500دج 45 جيقا الشهر الشهر توالي 6 جيقا لالا؟؟,0,insta
chabane__fiere,09/12/19 17:38:09,1,ماعندها حتي معني بالكونكسيو  براز  براز تاعكم,-1,insta
djezzy.dz,08/12/19 17:00:10,364,Avec loffre HAYLA MAXI  عاشق  عاشق Profitez dun MAX dinternet et de crédit mais pas que profitez aussi dappels et SMS gratuits et illimités vers Djezzy  مزيان  عاشق,1,insta
chi_nwi,08/12/19 17:04:38,2,الكونيكسيون تاعكم مليحا فصباح بصح فليل تولي زبل,0,insta
wissam_bdj,08/12/19 17:06:49,0,w ba3d 3 mois tna9soulkom nos mnha e56ikom,0,insta
y0ucef,08/12/19 17:09:22,0,Et aussi profitez d internet catastrophique  ماقنعش,0,insta
daoued_baouche,08/12/19 17:17:53,0,كونكسيو صباح فاليل ثجور  ما يعجبش  ما يعجبش,-1,insta
dawoud96_02,08/12/19 17:18:06,1,دايما نستعمل العرض بصح الانثرنث خرا وخاصه فاليل  براز  براز,-1,insta
hocineker,08/12/19 17:41:35,1,Yaww Rana n3anyww bzff  براز  براز,-1,insta
agnella_med,08/12/19 17:52:03,0,تقيلا متشريوش تسللك 200الف دينار جزاءري وتدي 200 الف سيءه,-1,insta
mazigheilias,08/12/19 17:55:29,0,فايده تعطيني 40Gوالكنيكسيون فرشه والله اكبر غلطه درتها جيزي,0,insta
swi_sri,08/12/19 18:04:56,0,Chritha b 95 alf zadtoulha,0,insta
sifou146___,08/12/19 18:16:32,0,200DA gratuit vers tous les Réseau et linternet 25GO te trouve ça logéque normalement la moindre des choses te donne 35GO parce que cest de volle ça avec toute mais risspé,0,insta
yahlali.abdel,08/12/19 18:17:49,0,3lach ta3 100 da raditoiha 1200,0,insta
itz__ahmed.nada,08/12/19 18:33:08,0,داير 105Gbومتكفيش وزيد كونيكسيون فل ليل تروح حزين,0,insta
chabane__fiere,08/12/19 19:30:19,0,كونكسيو براز  براز,-1,insta
djamel_deffairi,08/12/19 21:10:45,0,Lagya maxi machi hayla maxi  ما يعجبش,-1,insta
yassine.yasinou.71,08/12/19 21:38:37,1,انتي افضل دجيزي حب مزدوج  عاشق  بوسة  حب مزدوج  حب مزدوج  عاشق  بوسة  حب مزدوج  حب مزدوج  عاشق  بوسة  حب مزدوج  حب مزدوج  عاشق  بوسة  حب مزدوج,1,insta
ramzii_dizzad,08/12/19 21:46:25,0,cnx t9ila flil,-1,insta
smily_rhl,08/12/19 22:13:28,0,3lah pubg matdkholch meme cnx mliha,0,insta
moussa.bakha.10,08/12/19 22:35:13,0,w resau maxi khra,-1,insta
abdanourmansouri,08/12/19 22:51:11,0,حب ️,1,insta
abbes.abbes.33449138,09/12/19 8:30:05,1,فالليل راهي تعي عالجونا المشكل ينعس,-1,insta
kinan_chelabi,09/12/19 15:35:56,0,Conx,0,insta
oussama_.ch,09/12/19 17:30:38,0,رحت لتبسه خرجلي ريزو تونس ونتي رحتي وقعدت اوريدوو,0,insta
luciano_jackson.1,12/01/20 23:59:59,0,SWAG +1,0,insta
bhoodwear,13/01/20 00:01:46,0,WOW This is truly amazing,1,insta
wi8we,13/01/20 00:04:03,0,OMG عاشق  عاشق  HOLEY MOLEY,1,insta
_yung_luv__,13/01/20 00:05:15,0,Hahaha,0,insta
giovanni_dominico,13/01/20 00:06:07,0,Where did you get this little cutie + 1,0,insta
lpadolfo1,13/01/20 00:07:38,0,Hey Y los otros como son Y cuan largo son Linda foto:),0,insta
santi.zb10,13/01/20 00:13:53,0,Never lose your awesomeness lol,0,insta
braea67,13/01/20 00:15:52,0,what is this cuteness I mean it,0,insta
giuliettapamins,13/01/20 00:16:31,0,Wow Haha LOOK FORWARD TO MORE PHOTOS  عيون,0,insta
sxph.vsee,13/01/20 00:16:51,0,حب كبير  حب كبير  Omg must have them all مزيان,1,insta
lilsxph_,13/01/20 00:16:54,0,Love you عاشق  Omg must have them all مزيان,1,insta
ntombiza.m_,13/01/20 00:17:29,0,Geezekilling us with cuteness حب عظيم ️ كلب,1,insta
eivahnn_suarez,13/01/20 00:32:13,0,Its soo perfect,1,insta
djezzy.dz,29/12/19 17:08:11,116,مريقلة 🏻  عاشق  عام، يوم لحظه  صاروخ  نديرو علينا  قوة 🏻 تكونو راضيينChaque année chaque jour chaque instant qui passe  صاروخ  nous donnons le meilleur de nousmêmes  قوة 🏻 pour vous satisfaire  مريقلة 🏻  عاشق Connectezvous  تليفون  partagez vos meilleurs moments  كاميرا  et surtout profitez  غمزة,1,insta
kamelsoualhi,29/12/19 17:41:41,0,تصفيق Djezzy toujour fidèle,1,insta
itz__ahmed.nada,29/12/19 17:44:00,0,ياو اعدلو كونكسيو تاعكم ليل ترووح حزين,-1,insta
39liiya_dz,30/12/19 18:31:16,0,صفحه للبيع 200k سومه هايله يهمو الامر يتفضل للخاص,0,insta
mino_eden,05/01/20 22:23:25,0,ماناش راضيين صلحونا الانترنت راها ناقصه بزااف,0,insta
djezzy.dz,18/12/19 18:00:11,223,شحال هايله جازي تنقصلك 50% فالتعبءه الثانيه  عاشق  عاشق ، شكون سيياها يقولنا كومونتار  هنا تحت 🏻 هنا تحت 🏻 la Bio حبوا المزيد المعلومات حول العرض يدخلوا الرابط,1,insta
hcn_chr,18/12/19 18:08:33,0,سراقيين,0,insta
kinan_chelabi,18/12/19 18:32:37,1,كونكسيون نتاعكم خماج غاضب جدا  غاضب جدا,-1,insta
mimi_jbanta,18/12/19 18:40:59,1,Tog3od avie wla kifh,0,insta
nou_nou_meg,19/12/19 03:35:02,0,حياتي كامل راحت تعبءه جامي نقصولي ، بلعكس يزيدولي  حزين بزاف  حزين بزاف,-1,insta
ishaklarwi,19/12/19 06:27:59,0,اسمها,0,insta
youcef_2001_10_11,11/01/20 5:12:11,0,تاكتتيفي تزيد تاكتيفي بنص سومه ماشي تحب تعاود يخي خوباثا,0,insta
djezzy.dz,22/01/20 13:54:36,583,HAYLA  عاشق  كونيكتي ابقي دايمن علي الاتصال حبابك  تليفون,1,insta
samir_djahnit,22/01/20 14:12:49,1,Makanch reso 3antna,1,insta
_x_med_lairedj_x_,22/01/20 14:25:58,1,Limitation  حزين بزاف,0,insta
amine.9460,22/01/20 14:27:27,2,رجعوهاا100,0,insta
nedjmou_massinou,22/01/20 14:40:40,1,Cnx te3koum walet na9sa bezef,-1,insta
lililili8669,22/01/20 14:52:56,0,bsh raj3oha 100DA,0,insta
abd_ou_ka_ra,22/01/20 15:06:40,1,Cnx 3iyana,-1,insta
sarah_kerfouf_,22/01/20 15:08:46,1,Hahah g cru q jétais là seule à se plaindre de votre connexion,0,insta
kenza_hibt_allah_mk7,22/01/20 15:16:03,2,انتو اطلقو كونكسيو وساهل رها اتقل  سلحفاة  مفهمش,-1,insta
kenza_hibt_allah_mk7,22/01/20 15:20:36,0,ياجازي دعيتكم لله  دعاء 🏻من هد الكونكسيو  حزين,-1,insta
kenza_hibt_allah_mk7,22/01/20 15:21:20,1,ياجازي دعيتكم لله  دعاء 🏻من هدا الكونكسيو  حزين,-1,insta
omaromar4374,22/01/20 15:41:22,1,وجهكم صحيح  ما يعجبش  ما يعجبش,-1,insta
mimi_jbanta,22/01/20 16:07:29,2,cnx 3ayana talgoha w mnb3da sahel ذكي,-1,insta
the_mediterranean_fish,22/01/20 16:07:31,1,Connexion ki lkhra roho tl3bou,-1,insta
yahlali.abdel,22/01/20 16:19:47,0,الله ينعلكم هادا نقولكم شاك فوا تزيدو بري سراقين,-1,insta
fouad_king_21,22/01/20 18:28:42,1,Yaw tedj3o loffre ta3 100da  مفهمش,-1,insta
abdodomino,22/01/20 19:19:28,0,ديطلعلك ريزو 4حي ، التدفق مش لاحق حتي الجيل الاول  مفهمش  ، سراقين منافقين,0,insta
rafikkouki_officiel,22/01/20 19:24:20,0,Expensive  قف,-1,insta
brahim_life,22/01/20 19:35:03,1,Connexion تمشي بلفحم,0,insta
jimmy_jame_7,22/01/20 20:39:42,0,bandwidth throttling  براز  براز,-1,insta
127.0.0.1.65,22/01/20 21:25:41,0,اوغندا تطلق الجيل الخامس 🇩🇿 المهم ربحنا لالمان 82,0,insta
foutoun__foutoun,22/01/20 21:27:14,2,Mauvaise cnx dmg مفهمش,-1,insta
abenaldi,22/01/20 22:35:06,0,40 qui durent 2,0,insta
imadbrazil,22/01/20 22:41:51,1,تقيله تقيله  سلحفاة  سلحفاة  جزيزي احشمو شويا  غضبان,-1,insta
ahmed_abdelali,22/01/20 23:28:05,1,اسعار مبالغ كثيرا,-1,insta
samo_oussama,23/01/20 06:59:08,0,السماح   السماح,0,insta
nomercyapt,23/01/20 11:02:52,1,سرعه تدفق الانترنات 00,-1,insta
saadihallou,24/01/20 12:42:37,0,عيب حتي تعليق موجد كلهم سالب مازال حشمتوش تنشرو وجوه البق,0,insta
ab_dou271,26/01/20 01:58:29,0,ديروها عاشق  غي 100 احسن  حب ️,1,insta
ranihnamarahba,27/01/20 13:17:17,2,Avec 1500DA ailleurs ya mieux que votre option sur tous les domaines services et qualitéstous mes respects tous mes excuses,0,insta
nidaneeeeee,29/01/20 21:35:58,0,زهرة الكرز,1,insta
bsikerabdnour,31/01/20 21:46:36,0,Kmltha 40 g t3km mtkfish,-1,insta
anis_tom_my,01/02/20 21:15:47,0,4g Merdiique  براز  براز,-1,insta
asma_perla1,01/02/20 21:57:46,0,فالاول كانت هايله  قطار سريع  مي دوكا ولات  ترامواي,-1,insta
walidchaouidz,04/02/20 22:22:30,0,المشكل40جيڨا هذيك تخلاص 15 يوم كون تتفرج ديما اليوتيب,-1,insta
manellayachi,29/02/20 14:55:12,0,Très mauvaise connexion  غاضب جدا  غاضب جدا,-1,insta
djezzy.dz,15/01/20 16:09:17,199,Envie de regarder des vidéos  عيون  sur YouTube  فيلم  et Tik Tok  سماعات  Des stories  سيلفي  sur Instagram  تليفون  Scroller sur Facebook Twitter et tous tes réseaux préférés sans aucune limite  عاشق  Avec HAYLA c’est tout à fait possible  غمزة,1,insta
azzouza_mounir,15/01/20 16:29:18,2,20 جيڨا متكملش بسك تدفق نفس مزلنا بال 3G وثقيله,-1,insta
fouad_king_21,15/01/20 16:46:23,1,Yaaw redj3olna ta3 100da مفهمش  غاضب جدا,-1,insta
samo_oussama,15/01/20 17:15:39,0,السماح   السماح,1,insta
amine_lar,15/01/20 19:26:03,1,Fiha limitation  يضحك بزاف  يضحك بزاف,0,insta
rouabah_ibrahim,15/01/20 20:24:45,1,الله يالكونكسين تاعكم رجعت تعيف تعيف تعييف,-1,insta
abdelkader6031,15/01/20 21:40:19,1,حزين  حزين,-1,insta
_fatimaa.h__,17/01/20 19:41:29,1,Chahad cnx t7sb tsd9o 3lina  غاضب  غاضب,-1,insta
yacinesky6,17/01/20 21:08:38,0,تحيا جيزي كونتر موبيليس,1,insta
mohamedalidjebarat,17/01/20 21:47:55,1,votre slogan publicitaire jai choisi la fiabilité mais en vérité jai choisis le ralenti  سلحفاة  سلحفاة  حلزون  حلزون  votre connexion est devenue trop lente veuillez améliorer votre connexion svp,-1,insta
sofia_fifiya,20/01/20 18:50:55,1,Sincèrement je jette mon argent depuis 2 ou 3 mois une connexion tres nulle des perturbations de reseaux 40g pour l équivalant de 2 pour voir une simple video de 30 scd une me fait 30 a 40 mn  حزين  حزين  que se passe t il vous etiez les meilleur je pense change d opérateur franchement c est devenu pesant et insupportable désolé mais jvoulais vraiment dire quelques mots positifs mais je suis franch et une cliente déçue حزين بزاف  حزين بزاف,-1,insta
anis_tom_my,01/02/20 21:09:36,0,Connxx Merdiique,-1,insta
djezzy.dz,10/12/19 15:00:20,793,Djezzy CONFORT  مزيان  عاشق  غمزة  العرض تلقاو راحتكم النواحي  يفكر  يفكر  سعر، جوده امتيازات راءعه راكم تستناو,1,insta
islem_ghe_lol,10/12/19 15:14:04,0,Abonnement,0,insta
chicho__biboo,10/12/19 15:30:49,0,Chhal dir,0,insta
hamoud_zemmouri,10/12/19 16:01:49,0,Lokn t5loha 2moi,0,insta
slh_dz_,10/12/19 16:10:45,1,ريزو خرده,-1,insta
nonanihad6,10/12/19 16:42:12,1,حب مشرق  حب مشرق,1,insta
kaderrezzoug,10/12/19 16:46:21,0,0770 hab nrodha 4g,0,insta
negetharrar,10/12/19 19:03:12,0,تصفيق  تصفيق,1,insta
_bi.l.a.l_,10/12/19 19:12:33,1,بصح قليل شهر تحير علاه ديروه اوموان شهرين,0,insta
kinan_chelabi,10/12/19 19:14:14,0,نهار تعادلو كونكسيون سراقين,0,insta
saladin0735,10/12/19 19:42:58,4,فاءده 80 جيجا سرعه تدفق الانترنت جد ضعيفه قلب مركز ولايه بومرداس تفعله فرقكم التقنيه ؟ بلغت المشكل عده مرات حياه لمن تنادي,-1,insta
salahseridi,10/12/19 20:03:46,0,الكونيكسيون تاعكم ولات الخري خير,-1,insta
moh.dz.34,10/12/19 20:23:44,0,قبيح  تبلع بزاف نهار تلقي روحك مخلص 10Go والو وزيد التدفق ضعيف,-1,insta
m_o_o_u_n_i_r,10/12/19 21:37:14,0,وتدفق ثقيل,-1,insta
midou_dramanos,11/12/19 9:46:46,1,الكونكسيون تاعكم الايامات الاخيره ولات حلزونه تري ماهو السبب مركز مدينه قالمه,-1,insta
ali_halbaoui,12/12/19 11:03:21,0,نستناو التغطيه تلحڨ لكل الاماكن,0,insta
boutimouna,12/12/19 14:26:21,0,LES SMS,0,insta
ryma_te,12/12/19 15:51:07,0,Khorda,-1,insta
mustaphacheref,13/12/19 14:01:39,0,Pas de couverture internet A Ben Salah Oued El Alleug BLIDA site n°2,-1,insta
othmane1981,13/12/19 21:15:27,0,مشكلتنا الشبكه العروض,0,insta
39liiya_dz,15/12/19 14:43:59,0,خاوتنا باجه للبيع 250k سومه هايله ازربو لينا باسكو مبقاوش بزاف,0,insta
djezzy.dz,10/03/20 19:50:47,15481,iZZY is going to City  خايف  عاشق Wanna join and meet  كرة القدم  All you have to do is to choose your team  قوة Khayer linfluenceur li thabou w 3amer les informations dialek bach tsiyi zahrek ou troh lManchester m3ana  يضحك  Le lien rahou fi la bio  غمزة Good luck,0,insta
oussama_djanoune,10/03/20 21:32:27,1,تسما تحشاتلي مشريتش ايزيي _,0,insta
youceframdani11,10/03/20 21:33:56,0,حزين  حزين,-1,insta
kadiro.benatia.31,10/03/20 21:34:44,0,عاشق 🇩🇿,1,insta
kareem_meharzi,10/03/20 21:36:13,0,Meharzi vs تسما فيها يضحك بزاف  شهيوة,1,insta
li__le__ya,10/03/20 21:39:29,0,الافضل,0,insta
kismos_salhi,10/03/20 21:45:59,0,Site merahch yemchii يبكي  يبكي,0,insta
malouabdallah,10/03/20 21:49:06,0,Stanley,0,insta
mellas_93,10/03/20 21:53:27,0,,0,insta
bma_manel111,10/03/20 22:08:46,0,Hhh sa3dhoum li ra7 yrbhou wlh 3labali bli maghadich yrb7ou chirat mais ma3lich lhachwa khir mn walo za3ma hh gji bghit ntla3lkoum chwiya moral  يتمسخر شوية  مرتاح  مرتاح  عاشق  حب   حب,1,insta
deetakel,10/03/20 22:10:16,0,مقدرتش نشترك,0,insta
azou.chicharito,10/03/20 22:12:07,0,Site mabgach yetle3  يفكر,0,insta
amer_rbie,10/03/20 22:13:06,0,Mourad aouidia  نار  حب ️ نار  حزين  بوسة  يضحك بزاف  يضحك بزاف,1,insta
khadraoui_aymen_,10/03/20 22:14:41,0,نشارك بيس درتها صافي ربع سنين بتاع بابا عندها 16 سنه,0,insta
zakikaprino19,10/03/20 22:19:53,0,Nahla,0,insta
chayma_mhm,10/03/20 22:22:15,0,اني بديت نسمي ولادي راح نتزوج باباهم نروح نهربلكم  ضحك   ضحك,0,insta
eldisamo,10/03/20 22:25:09,1,Oudia w rifka les hommes  أرض  قوة  لون متوسط,0,insta
akrm.mca,10/03/20 22:27:12,0,تم,0,insta
akrm.mca,10/03/20 22:27:13,0,تم,0,insta
akrm.mca,10/03/20 22:27:15,0,تم,0,insta
akrm.mca,10/03/20 22:27:18,0,تم,0,insta
akrm.mca,10/03/20 22:27:19,0,تم,0,insta
rami__skandar,10/03/20 22:28:48,0,خويا جيزي رجعلي لوفر ستين الف ومنروحش لمنشيستر زهري ونعرفو منطلبلوش المستحيل رجعلي لوفر ستينالف  مافهمتش,-1,insta
ibtissamilina,10/03/20 22:40:22,0,Le site ne marche pas  حزين بزاف  حزين بزاف,-1,insta
med_lwz,10/03/20 22:47:54,0,Adi 7na ta3 ooredoo ma fihach lfsiikh  يضحك بزاف  يضحك بزاف,0,insta
just_sidou,11/03/20 9:14:09,0,ايربح عندو ايزي مام عندو جيزي بسكو ايزي نتوما بعتوها فلافاك وانا منقراش فلافاك  ماقنعش,0,insta
bissou_cute,11/03/20 9:37:58,0,Hawdi adoni m3akom حزين  حزين,0,insta
riomimorabhi,11/03/20 9:41:52,0,ادعوني,0,insta
abdou_jokovick_,11/03/20 9:49:18,0,Mon frère  ضحك   يضحك بزاف  jai passé avec lui des moments inoubliables en Egypte  حب ️,1,insta
mima.oum.adem,11/03/20 9:56:31,0,الرعيان,0,insta
walidbtr,11/03/20 10:00:06,0,cnx ta3kom t3ayi,-1,insta
lindalolo971,11/03/20 10:42:09,0,رجاءا ردو عليا خاص نحتاجكم ضروري,0,insta
aya_ayoya16,11/03/20 11:27:18,0,W hna jma3t snapp madirolnach Illimité  حزين,0,insta
omardrazi,11/03/20 11:28:23,0,خوتي محتاج ليكم دعموني دير فيديوهات فاليوتب مقالب تحديات سفريات نقيه ومحترمه للاسف مكتشافش بزاف وداكشي بغيتكم تشجعوني ودعموني   السماح  حب ️,0,insta
righii.ayoub,11/03/20 11:53:22,0,esQue lazem ykon 3ndKk puss bsh participer li3ndoo d’autre y9dr nn,0,insta
heart.talk___8,11/03/20 13:32:48,0,Mourad حب كبير,0,insta
lamounared,11/03/20 13:57:12,0,حب ️,1,insta
kenza_hibt_allah_mk7,11/03/20 14:23:32,0,زعم تصحلنا  مفهمش  يفكر  قلق شوي,-1,insta
elhachemirezgui,11/03/20 15:01:21,0,,0,insta
elhachemirezgui,11/03/20 15:03:32,0,,0,insta
abdela27,11/03/20 15:06:48,0,khoya w machi sahbi  يضحك بزاف,0,insta
djezzy.dz,11/03/20 15:13:55,0,تشارك بالرقم يكون مسجل باسمك,0,insta
djezzy.dz,11/03/20 15:17:49,0,الرجاء المحاوله ثانيه فضلك  مرتاح,1,insta
djezzy.dz,11/03/20 15:18:06,1,Bonne chance  غمزة,0,insta
djezzy.dz,11/03/20 15:18:37,0,Le site est fonctionnel  غمزة,0,insta
djezzy.dz,11/03/20 15:19:01,0,عاشق  عاشق,1,insta
djezzy.dz,11/03/20 15:19:14,0,محرج  يضحك بزاف  يضحك بزاف,0,insta
djezzy.dz,11/03/20 15:20:35,0,Inchallah  يضحك,0,insta
djezzy.dz,11/03/20 15:21:27,1,🇩🇿🇩🇿🇩🇿,0,insta
djezzy.dz,11/03/20 15:22:12,0,شكون بلال ؟؟  يفكر,0,insta
djezzy.dz,11/03/20 15:22:23,0,Fort  عاشق  عاشق,1,insta
djezzy.dz,11/03/20 15:30:39,0,Mazal lwa9t ta9der techri  يضحك,0,insta
djezzy.dz,11/03/20 15:31:31,1,300DA Berk  مرتاح,1,insta
cara_mella__,11/03/20 15:39:37,0,andkom wela bera,0,insta
samia_haddouche_,11/03/20 16:21:59,0,Nchalh merci,0,insta
djezzy.dz,11/03/20 16:25:29,1,lazem une puce iZzy  يضحك,0,insta
djezzy.dz,11/03/20 16:26:01,1,b3id echaar  يضحك بزاف,0,insta
